id,model,topic,dataset,english_proficiency,start_time,end_time,relevance,acceptability,difficulty,choices,confidence,question,user
1171,flan-t5-large-multiqad-400k,entertainment,wikipedia-10T,3,2023-02-19T08:07:41.458691Z,2023-02-19T08:07:56.424310Z,6,True,3,6,6,425,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1172,flan-t5-large-multimcq-1M,entertainment,wikipedia-10T,3,2023-02-19T08:07:56.942811Z,2023-02-19T08:08:13.190236Z,4,True,2,6,6,526,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1173,text-davinci-003-gpt-3,entertainment,wikipedia-10T,3,2023-02-19T08:08:13.669241Z,2023-02-19T08:09:05.085870Z,5,True,4,6,6,725,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1174,ft-babbage-multiqad-400k-gpt-3,entertainment,wikipedia-10T,3,2023-02-19T08:09:05.572771Z,2023-02-19T08:09:20.366150Z,3,True,2,3,6,971,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1175,ft-babbage-multiqad-400k-gpt-3,entertainment,wikipedia-10T,3,2023-02-19T08:09:20.876027Z,2023-02-19T08:09:58.875989Z,5,True,1,7,8,972,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1176,text-davinci-003-gpt-3,entertainment,wikipedia-10T,3,2023-02-19T08:09:59.364778Z,2023-02-19T08:10:25.780935Z,6,True,2,5,8,726,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1177,t5-small-squad-race,entertainment,wikipedia-10T,3,2023-02-19T08:10:26.264700Z,2023-02-19T08:10:41.117261Z,6,True,2,5,8,326,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1178,t5-small-squad-race,history,wikipedia-10T,2,2023-02-19T07:53:36.274296Z,2023-02-19T08:10:47.083584Z,6,True,4,6,6,342,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1179,flan-t5-large-multiqad-400k,entertainment,wikipedia-10T,3,2023-02-19T08:10:41.626559Z,2023-02-19T08:10:57.144893Z,5,True,2,6,8,426,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1180,flan-t5-large-multiqad-400k,history,wikipedia-10T,2,2023-02-19T08:10:47.636950Z,2023-02-19T08:11:00.218783Z,6,True,2,6,6,442,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1181,flan-t5-large-multimcq-1M,entertainment,wikipedia-10T,3,2023-02-19T08:10:57.645665Z,2023-02-19T08:11:09.898125Z,5,True,1,6,8,527,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1182,flan-t5-large-multimcq-1M,history,wikipedia-10T,2,2023-02-19T08:11:00.775236Z,2023-02-19T08:11:19.568806Z,4,True,4,4,6,542,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1183,text-davinci-003-gpt-3,history,wikipedia-10T,2,2023-02-19T08:11:20.098143Z,2023-02-19T08:11:42.623763Z,8,True,4,8,6,742,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1184,ft-babbage-multiqad-400k-gpt-3,history,wikipedia-10T,2,2023-02-19T08:11:43.138716Z,2023-02-19T08:12:00.591749Z,4,True,2,6,6,988,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1185,t5-small-squad-race,entertainment,wikipedia-10T,3,2023-02-19T08:11:10.415296Z,2023-02-19T08:12:25.088639Z,4,False,2,6,6,327,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1186,flan-t5-large-multiqad-400k,entertainment,wikipedia-10T,3,2023-02-19T08:12:25.584831Z,2023-02-19T08:12:56.814934Z,4,False,2,6,6,427,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1187,flan-t5-large-multimcq-1M,entertainment,wikipedia-10T,3,2023-02-19T08:12:57.306693Z,2023-02-19T08:13:13.811108Z,4,False,2,6,6,528,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1188,text-davinci-003-gpt-3,entertainment,wikipedia-10T,3,2023-02-19T08:13:14.314387Z,2023-02-19T08:13:32.270236Z,4,True,1,6,6,727,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1189,ft-babbage-multiqad-400k-gpt-3,entertainment,wikipedia-10T,3,2023-02-19T08:13:32.781551Z,2023-02-19T08:14:04.315872Z,2,True,2,6,6,973,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1190,t5-small-squad-race,computer science,wikipedia-10T,2,2023-02-19T07:28:35.315517Z,2023-02-19T08:15:21.918621Z,4,True,2,4,6,374,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1191,t5-small-squad-race,computer science,wikipedia-10T,2,2023-02-19T08:15:22.356962Z,2023-02-19T08:16:12.059145Z,3,False,2,0,6,369,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1192,t5-small-squad-race,physics,wikipedia-10T,2,2023-02-19T08:16:12.461717Z,2023-02-19T08:20:56.664424Z,0,False,0,0,3,349,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1193,text-davinci-003-gpt-3,physics,wikipedia-10T,2,2023-02-19T08:20:57.076183Z,2023-02-19T08:22:05.925546Z,6,True,8,0,3,749,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1194,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,2,2023-02-19T08:22:06.339940Z,2023-02-19T08:23:09.876190Z,6,True,2,4,3,995,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1195,t5-small-squad-race,entertainment,wikipedia-10T,3,2023-02-19T08:14:04.824955Z,2023-02-19T08:24:49.308206Z,3,True,3,3,5,318,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1196,flan-t5-large-multiqad-400k,entertainment,wikipedia-10T,3,2023-02-19T08:24:49.809578Z,2023-02-19T08:25:13.993141Z,4,True,4,5,5,418,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1197,flan-t5-large-multimcq-1M,entertainment,wikipedia-10T,3,2023-02-19T08:25:14.491338Z,2023-02-19T08:25:28.498775Z,5,True,3,6,5,518,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1198,t5-small-squad-race,history,wikipedia-10T,2,2023-02-19T08:12:01.178650Z,2023-02-19T08:25:29.481430Z,6,True,2,6,0,343,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1199,flan-t5-large-multiqad-400k,history,wikipedia-10T,2,2023-02-19T08:25:29.995939Z,2023-02-19T08:25:50.601576Z,6,True,2,6,0,443,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1200,text-davinci-003-gpt-3,entertainment,wikipedia-10T,3,2023-02-19T08:25:28.989700Z,2023-02-19T08:25:55.869536Z,4,True,5,5,5,718,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1201,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,2,2023-02-19T08:23:10.273613Z,2023-02-19T08:26:07.130660Z,0,False,0,0,6,996,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1202,flan-t5-large-multimcq-1M,history,wikipedia-10T,2,2023-02-19T08:25:51.218374Z,2023-02-19T08:26:09.350389Z,6,True,2,6,0,543,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1203,ft-babbage-multiqad-400k-gpt-3,entertainment,wikipedia-10T,3,2023-02-19T08:25:56.360645Z,2023-02-19T08:26:12.434315Z,5,True,3,6,5,863,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1204,t5-small-squad-race,physics,wikipedia-10T,2,2023-02-19T08:26:07.526440Z,2023-02-19T08:26:26.645213Z,6,True,2,0,6,350,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1205,t5-small-squad-race,entertainment,wikipedia-10T,3,2023-02-19T08:26:12.940971Z,2023-02-19T08:26:35.760701Z,5,True,2,6,7,319,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1206,flan-t5-large-multiqad-400k,physics,wikipedia-10T,2,2023-02-19T08:26:27.070019Z,2023-02-19T08:26:47.195821Z,6,True,2,2,6,450,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1207,flan-t5-large-multiqad-400k,entertainment,wikipedia-10T,3,2023-02-19T08:26:36.228344Z,2023-02-19T08:26:57.731173Z,5,True,2,5,7,419,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1208,text-davinci-003-gpt-3,history,wikipedia-10T,2,2023-02-19T08:26:09.849194Z,2023-02-19T08:27:06.625121Z,6,True,6,2,0,743,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1209,flan-t5-large-multimcq-1M,entertainment,wikipedia-10T,3,2023-02-19T08:26:58.226587Z,2023-02-19T08:27:13.702611Z,5,True,2,4,7,519,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1210,ft-babbage-multiqad-400k-gpt-3,history,wikipedia-10T,2,2023-02-19T08:27:07.100626Z,2023-02-19T08:28:05.695855Z,8,True,4,6,0,989,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1211,flan-t5-large-multimcq-1M,physics,wikipedia-10T,2,2023-02-19T08:26:47.617485Z,2023-02-19T08:31:05.080120Z,5,True,2,2,6,550,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1212,text-davinci-003-gpt-3,physics,wikipedia-10T,2,2023-02-19T08:31:05.480487Z,2023-02-19T08:31:45.162297Z,6,True,3,5,6,750,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1213,t5-small-squad-race,physics,wikipedia-10T,2,2023-02-19T08:31:45.573237Z,2023-02-19T08:33:32.746817Z,5,True,3,6,6,351,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1214,flan-t5-large-multiqad-400k,history,wikipedia-10T,3,2023-02-19T08:27:14.208609Z,2023-02-19T08:33:54.103414Z,2,True,2,4,8,438,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1215,flan-t5-large-multimcq-1M,history,wikipedia-10T,3,2023-02-19T08:33:54.621605Z,2023-02-19T08:34:08.562153Z,5,True,2,6,8,538,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1216,flan-t5-large-multiqad-400k,physics,wikipedia-10T,2,2023-02-19T08:33:33.143527Z,2023-02-19T08:34:10.413478Z,5,True,2,5,6,451,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1217,text-davinci-003-gpt-3,history,wikipedia-10T,3,2023-02-19T08:34:09.071013Z,2023-02-19T08:34:22.096505Z,6,True,4,5,8,738,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1218,ft-babbage-multiqad-400k-gpt-3,history,wikipedia-10T,3,2023-02-19T08:34:22.590863Z,2023-02-19T08:34:45.948586Z,5,True,3,5,8,984,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1219,t5-small-squad-race,history,wikipedia-10T,3,2023-02-19T08:34:46.442350Z,2023-02-19T08:35:18.330994Z,0,False,0,0,8,338,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1220,flan-t5-large-multimcq-1M,physics,wikipedia-10T,2,2023-02-19T08:34:10.814370Z,2023-02-19T08:36:12.547701Z,6,True,2,0,6,551,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1221,flan-t5-large-multiqad-400k,history,wikipedia-10T,3,2023-02-19T08:35:18.857189Z,2023-02-19T08:36:20.527017Z,4,True,1,2,6,439,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1222,flan-t5-large-multimcq-1M,history,wikipedia-10T,3,2023-02-19T08:36:21.033790Z,2023-02-19T08:36:33.835705Z,6,True,2,6,6,539,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1223,text-davinci-003-gpt-3,history,wikipedia-10T,3,2023-02-19T08:36:34.336373Z,2023-02-19T08:36:46.889351Z,5,True,3,6,6,739,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1224,text-davinci-003-gpt-3,physics,wikipedia-10T,2,2023-02-19T08:36:12.964172Z,2023-02-19T08:37:12.935461Z,6,True,3,5,6,751,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1225,ft-babbage-multiqad-400k-gpt-3,history,wikipedia-10T,3,2023-02-19T08:36:47.389322Z,2023-02-19T08:37:25.478570Z,0,True,7,2,6,985,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1226,t5-small-squad-race,history,wikipedia-10T,3,2023-02-19T08:37:25.982017Z,2023-02-19T08:37:44.571414Z,0,True,7,1,6,339,bdc310b0-d7cb-4a69-ae76-627745fc2f3c
1227,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,2,2023-02-19T08:37:13.373279Z,2023-02-19T08:38:35.832594Z,5,True,2,4,6,997,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1228,t5-small-squad-race,physics,wikipedia-10T,2,2023-02-19T08:38:36.231266Z,2023-02-19T08:44:45.961813Z,5,True,4,4,3,352,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1229,flan-t5-large-multiqad-400k,physics,wikipedia-10T,2,2023-02-19T08:44:46.363589Z,2023-02-19T08:45:03.114391Z,4,True,2,4,3,452,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1230,flan-t5-large-multimcq-1M,physics,wikipedia-10T,2,2023-02-19T08:45:03.522638Z,2023-02-19T08:45:14.827643Z,4,True,2,4,3,552,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1231,text-davinci-003-gpt-3,physics,wikipedia-10T,2,2023-02-19T08:45:15.234709Z,2023-02-19T08:46:17.208043Z,5,True,8,4,3,752,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1232,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,2,2023-02-19T08:46:17.598660Z,2023-02-19T08:46:49.843662Z,4,True,2,3,3,998,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1233,t5-small-squad-race,physics,wikipedia-10T,2,2023-02-19T08:48:11.934876Z,2023-02-19T08:51:28.089953Z,5,True,3,4,4,354,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1234,flan-t5-large-multiqad-400k,physics,wikipedia-10T,2,2023-02-19T08:51:28.488106Z,2023-02-19T08:51:43.700303Z,5,True,3,3,4,454,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1235,flan-t5-large-multimcq-1M,physics,wikipedia-10T,2,2023-02-19T08:51:44.102700Z,2023-02-19T08:52:04.921104Z,5,True,3,3,4,553,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1236,text-davinci-003-gpt-3,physics,wikipedia-10T,2,2023-02-19T08:52:05.316005Z,2023-02-19T08:52:38.064940Z,5,True,2,4,4,754,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1237,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,2,2023-02-19T08:52:38.487209Z,2023-02-19T08:56:30.444856Z,6,True,3,3,4,1000,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1238,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,2,2023-02-19T08:56:30.864034Z,2023-02-19T09:00:17.181979Z,5,True,2,4,6,999,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1239,text-davinci-003-gpt-3,physics,wikipedia-10T,2,2023-02-19T09:00:17.586628Z,2023-02-19T09:01:24.161673Z,5,True,3,1,6,753,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1240,t5-small-squad-race,physics,wikipedia-10T,2,2023-02-19T09:01:24.552903Z,2023-02-19T09:02:47.047951Z,5,True,2,0,6,353,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1241,flan-t5-large-multiqad-400k,physics,wikipedia-10T,2,2023-02-19T09:02:47.456001Z,2023-02-19T09:06:04.774524Z,5,True,2,4,6,453,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1242,flan-t5-large-multimcq-1M,physics,wikipedia-10T,2,2023-02-19T09:06:05.183550Z,2023-02-19T09:07:34.235387Z,4,True,0,4,6,554,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1243,t5-small-squad-race,physics,wikipedia-10T,2,2023-02-19T09:07:34.634201Z,2023-02-19T09:11:55.448331Z,5,True,2,4,6,356,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1244,flan-t5-large-multiqad-400k,physics,wikipedia-10T,2,2023-02-19T09:11:55.860012Z,2023-02-19T09:14:52.566656Z,4,True,2,1,6,456,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1245,flan-t5-large-multimcq-1M,physics,wikipedia-10T,2,2023-02-19T09:14:52.963945Z,2023-02-19T09:15:10.214011Z,5,True,2,4,6,555,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1246,text-davinci-003-gpt-3,physics,wikipedia-10T,2,2023-02-19T09:15:10.624128Z,2023-02-19T09:26:02.030371Z,4,True,2,4,6,756,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1247,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,2,2023-02-19T09:26:02.441206Z,2023-02-19T09:26:20.936362Z,4,True,2,4,6,1002,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1248,t5-small-squad-race,physics,wikipedia-10T,2,2023-02-19T09:26:21.341369Z,2023-02-19T09:34:52.763116Z,5,True,2,4,6,355,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1249,flan-t5-large-multiqad-400k,physics,wikipedia-10T,2,2023-02-19T09:34:53.165246Z,2023-02-19T09:37:29.037537Z,4,True,2,4,6,455,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1250,flan-t5-large-multimcq-1M,physics,wikipedia-10T,2,2023-02-19T09:37:29.451789Z,2023-02-19T09:37:38.727003Z,4,True,2,4,6,556,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1251,text-davinci-003-gpt-3,physics,wikipedia-10T,2,2023-02-19T09:37:39.144280Z,2023-02-19T09:37:52.930075Z,5,True,2,4,6,755,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1252,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,2,2023-02-19T09:37:53.349073Z,2023-02-19T09:41:11.352147Z,5,True,3,4,6,1001,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1253,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,2,2023-02-19T09:41:11.761080Z,2023-02-19T10:10:42.327955Z,5,True,3,4,6,1003,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1254,t5-small-squad-race,physics,wikipedia-10T,2,2023-02-19T10:10:42.748136Z,2023-02-19T10:11:34.404157Z,5,True,2,4,6,357,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1255,flan-t5-large-multiqad-400k,physics,wikipedia-10T,2,2023-02-19T10:11:34.820913Z,2023-02-19T10:14:29.799048Z,5,True,2,4,6,457,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1256,flan-t5-large-multimcq-1M,physics,wikipedia-10T,2,2023-02-19T10:14:30.190227Z,2023-02-19T10:14:40.616164Z,5,True,2,4,6,557,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1257,text-davinci-003-gpt-3,physics,wikipedia-10T,2,2023-02-19T10:14:41.020048Z,2023-02-19T10:15:12.879906Z,6,True,4,4,6,757,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1258,t5-small-squad-race,physics,wikipedia-10T,2,2023-02-19T10:15:13.282542Z,2023-02-19T10:20:06.613008Z,2,True,1,1,6,358,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1259,flan-t5-large-multiqad-400k,physics,wikipedia-10T,2,2023-02-19T10:20:07.027661Z,2023-02-19T10:20:30.075043Z,4,True,2,4,6,458,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1260,flan-t5-large-multimcq-1M,physics,wikipedia-10T,2,2023-02-19T10:20:30.467430Z,2023-02-19T10:20:49.757966Z,4,True,2,3,6,558,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1261,text-davinci-003-gpt-3,physics,wikipedia-10T,2,2023-02-19T10:20:50.153811Z,2023-02-19T10:21:09.700998Z,4,True,2,4,6,758,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1262,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,2,2023-02-19T10:21:10.095807Z,2023-02-19T10:21:31.507620Z,4,True,2,3,6,1004,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1263,t5-small-squad-race,physics,wikipedia-10T,2,2023-02-19T10:21:31.897813Z,2023-02-19T10:22:49.648241Z,5,True,2,4,6,348,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1264,flan-t5-large-multiqad-400k,physics,wikipedia-10T,2,2023-02-19T10:22:50.675108Z,2023-02-19T10:23:04.344388Z,4,True,2,4,6,448,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1265,flan-t5-large-multimcq-1M,physics,wikipedia-10T,2,2023-02-19T10:23:04.758627Z,2023-02-19T10:26:05.839323Z,6,True,2,4,6,548,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1266,text-davinci-003-gpt-3,physics,wikipedia-10T,2,2023-02-19T10:26:06.228512Z,2023-02-19T10:26:24.997377Z,6,True,2,4,6,748,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1267,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,2,2023-02-19T10:26:25.409185Z,2023-02-19T10:27:15.012325Z,6,True,4,1,6,994,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1268,flan-t5-large-multiqad-400k,physics,wikipedia-10T,2,2023-02-19T10:27:15.421948Z,2023-02-19T10:31:36.057668Z,4,True,4,3,4,449,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1269,flan-t5-large-multimcq-1M,physics,wikipedia-10T,2,2023-02-19T10:31:36.464988Z,2023-02-19T10:31:59.836854Z,4,True,2,4,4,549,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1270,flan-t5-large-multiqad-400k,philosophy,wikipedia-10T,2,2023-02-19T10:32:00.247013Z,2023-02-19T10:34:37.332082Z,5,True,4,0,6,429,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1271,flan-t5-large-multimcq-1M,philosophy,wikipedia-10T,2,2023-02-19T10:34:37.727688Z,2023-02-19T10:35:32.664387Z,6,True,4,3,6,525,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1272,text-davinci-003-gpt-3,philosophy,wikipedia-10T,2,2023-02-19T10:35:33.073091Z,2023-02-19T10:36:43.670956Z,5,True,3,1,6,729,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1273,ft-babbage-multiqad-400k-gpt-3,philosophy,wikipedia-10T,2,2023-02-19T10:36:44.096953Z,2023-02-19T10:38:16.796142Z,5,True,3,1,6,975,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1274,t5-small-squad-race,philosophy,wikipedia-10T,2,2023-02-19T10:38:17.187395Z,2023-02-19T10:39:44.528564Z,4,True,3,2,6,329,da8df779-459e-4ff5-a2fb-6dd0fc7b7406
1275,t5-small-squad-race,history,wikipedia-10T,2,2023-02-19T13:17:34.563070Z,2023-02-19T13:20:50.587800Z,6,False,2,4,4,344,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1276,flan-t5-large-multiqad-400k,history,wikipedia-10T,2,2023-02-19T13:20:51.432094Z,2023-02-19T13:21:09.328196Z,6,True,2,6,4,444,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1277,flan-t5-large-multimcq-1M,history,wikipedia-10T,2,2023-02-19T13:21:09.827678Z,2023-02-19T13:21:51.837479Z,6,True,2,4,4,544,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1278,text-davinci-003-gpt-3,history,wikipedia-10T,2,2023-02-19T13:21:52.400517Z,2023-02-19T13:22:11.793219Z,6,True,3,8,4,744,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1279,ft-babbage-multiqad-400k-gpt-3,history,wikipedia-10T,2,2023-02-19T13:22:12.660981Z,2023-02-19T13:23:42.774608Z,0,True,8,0,4,990,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1280,t5-small-squad-race,history,wikipedia-10T,2,2023-02-19T13:23:43.281106Z,2023-02-19T13:28:06.213065Z,6,True,2,6,6,346,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1281,flan-t5-large-multiqad-400k,history,wikipedia-10T,2,2023-02-19T13:28:06.732812Z,2023-02-19T13:29:52.676466Z,4,True,2,6,6,446,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1282,flan-t5-large-multimcq-1M,history,wikipedia-10T,2,2023-02-19T13:29:53.204304Z,2023-02-19T13:30:26.139721Z,4,True,5,4,6,545,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1283,text-davinci-003-gpt-3,history,wikipedia-10T,2,2023-02-19T13:30:26.641409Z,2023-02-19T13:30:46.868661Z,6,True,2,6,6,746,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1284,ft-babbage-multiqad-400k-gpt-3,history,wikipedia-10T,2,2023-02-19T13:30:47.430578Z,2023-02-19T13:31:31.178620Z,6,True,2,0,6,992,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1285,t5-small-squad-race,history,wikipedia-10T,2,2023-02-19T13:31:31.738398Z,2023-02-19T13:32:39.819290Z,6,True,2,6,5,345,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1286,flan-t5-large-multiqad-400k,history,wikipedia-10T,2,2023-02-19T13:32:40.341704Z,2023-02-19T13:33:15.150184Z,6,True,2,6,5,445,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1287,flan-t5-large-multimcq-1M,history,wikipedia-10T,2,2023-02-19T13:33:15.683316Z,2023-02-19T13:33:36.883248Z,4,True,2,8,5,546,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1288,text-davinci-003-gpt-3,history,wikipedia-10T,2,2023-02-19T13:33:37.416065Z,2023-02-19T13:34:53.734514Z,6,True,4,6,5,745,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1289,ft-babbage-multiqad-400k-gpt-3,history,wikipedia-10T,2,2023-02-19T13:34:54.252020Z,2023-02-19T13:35:14.934505Z,6,True,6,2,5,991,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1290,flan-t5-large-multiqad-400k,history,wikipedia-10T,2,2023-02-19T13:35:15.458046Z,2023-02-19T13:35:50.588927Z,6,True,2,6,6,441,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1291,t5-small-squad-race,music,wikipedia-10T,2,2023-02-19T13:35:51.097209Z,2023-02-19T13:37:13.230394Z,6,True,4,2,6,299,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1292,flan-t5-large-multiqad-400k,music,wikipedia-10T,2,2023-02-19T13:37:13.765265Z,2023-02-19T13:37:43.134208Z,6,True,2,3,6,399,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1293,flan-t5-large-multimcq-1M,music,wikipedia-10T,2,2023-02-19T13:37:43.636808Z,2023-02-19T13:38:13.065606Z,6,False,5,4,6,499,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1294,text-davinci-003-gpt-3,music,wikipedia-10T,2,2023-02-19T13:38:13.635750Z,2023-02-19T13:38:33.167946Z,6,True,4,5,6,699,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1295,ft-babbage-multiqad-400k-gpt-3,music,wikipedia-10T,2,2023-02-19T13:38:33.708388Z,2023-02-19T13:39:05.632012Z,6,True,2,5,6,844,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1296,t5-small-squad-race,music,wikipedia-10T,2,2023-02-19T13:39:06.128948Z,2023-02-19T13:41:03.819562Z,6,True,0,0,4,300,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
1297,flan-t5-large-multiqad-400k,music,wikipedia-10T,2,2023-02-19T13:41:04.339920Z,2023-02-19T13:41:22.233994Z,8,True,2,6,4,400,bf1b5a72-7e4f-4fb5-acfc-143d5e934fab
